"RIGHT NUMBER","SUB_BASIN","YEAR","ALLOTMENT","FLEXIBILITY ACCT. BALANCE","FLEX. VARIANCE","CREDITS_AVAIL_FOR_SALE","AMA","IRRIGATION DISTRICT","BMP ENROLLEE","CONVEYANCE_DATE","ID"
"58-109250.0111","MARICOPA-STANFIELD","2012","21.29 AF","88.18 AF","414.19%","21.29 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5027246"
"58-113319.0001","WEST SALT RIVER VALLEY","2014","198.37 AF","3449.05 AF","1738.7%","109.37 AF","PHOENIX AMA","","N","","5027411"
"58-111841.0003","ELOY","2006","0 AF","12165.35 AF","0%","NONE","PINAL AMA","","Y","","5022098"
"58-101449.0010","ELOY","2016","97.53 AF","1657.28 AF","1699.25%","86.1 AF","PINAL AMA","SAN CARLOS","N","","5032144"
"58-104173.0006","ELOY","2006","872.91 AF","7684.7 AF","880.35%","112.46 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5034282"
"58-130439.0003","WEST SALT RIVER VALLEY","2014","23.79 AF","100.94 AF","424.3%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5114071"
"58-160048.0001","SANTA CRUZ AMA","2007","160.3 AF","3566.5 AF","2224.89%","160.3 AF","SANTA CRUZ AMA","","N","","5157488"
"58-160048.0001","SANTA CRUZ AMA","2015","160.3 AF","4688.6 AF","2924.89%","160.3 AF","SANTA CRUZ AMA","","N","","5157488"
"58-110632.0003","WEST SALT RIVER VALLEY","2014","226.13 AF","2887.5 AF","1276.92%","NONE","PHOENIX AMA","","N","","5158378"
"58-150011.0004","MARICOPA-STANFIELD","2011","74.74 AF","967.35 AF","1294.29%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5115981"
"58-150029.0003","ELOY","2016","770 AF","2983.56 AF","387.48%","NONE","PINAL AMA","SAN CARLOS","N","","5324850"
"58-105547.0002","ELOY","2017","45.6 AF","788.56 AF","1729.3%","NONE","PINAL AMA","SAN CARLOS","N","","5367806"
"58-107816.0005","ELOY","2017","0 AF","1504.07 AF","0%","NONE","PINAL AMA","HOHOKAM IRRIGATION DISTRICT","Y","","5377057"
"58-101511.0003","EAST SALT RIVER VALLEY","2011","130.72 AF","770.32 AF","589.29%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5283759"
"58-109052.0015","EAST SALT RIVER VALLEY","2013","19.58 AF","453.55 AF","2316.39%","19.58 AF","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","5518131"
"58-108936.0005","WEST SALT RIVER VALLEY","2012","11.14 AF","59.87 AF","537.43%","3.71 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5521520"
"58-108936.0005","WEST SALT RIVER VALLEY","2013","11.14 AF","62.79 AF","563.64%","2.92 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5521520"
"58-111782.0001","EAST SALT RIVER VALLEY","2009","10.95 AF","105.29 AF","961.55%","10.65 AF","PHOENIX AMA","ROOSEVELT WATER CONSERVATION DISTRICT","N","","5521554"
"58-104417.0004","ELOY","2014","230.62 AF","2809.4 AF","1218.19%","86.02 AF","PINAL AMA","SAN CARLOS","N","","5458678"
"58-101813.0007","ELOY","2011","742.98 AF","34.62 AF","4.66%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5657401"
"58-103797.0009","ELOY","2017","34.5 AF","530.95 AF","1538.99%","34.5 AF","PINAL AMA","","N","","5662459"
"58-109937.0021","MARICOPA-STANFIELD","2016","161.44 AF","2582.2 AF","1599.48%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5648434"
"58-101084.0004","MARICOPA-STANFIELD","2017","0 AF","-1239.26 AF","0%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","Y","","5615851"
"58-103650.0014","HASSAYAMPA","2018","0 AF","670.56 AF","0%","NONE","PHOENIX AMA","TONOPAH IRRIGATION DISTRICT","Y","","5666367"
"58-150047.0018","MARICOPA-STANFIELD","2009","125.41 AF","2254.51 AF","1797.71%","104.66 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5648784"
"58-150091.0010","ELOY","2013","0 AF","648.51 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","5798269"
"58-115760.0009","EAST SALT RIVER VALLEY","2010","0 AF","1239.24 AF","0%","NONE","PHOENIX AMA","ROOSEVELT WATER CONSERVATION DISTRICT","Y","","5799288"
"58-102511.0007","WEST SALT RIVER VALLEY","2012","960.77 AF","5670.52 AF","590.21%","378.1 AF","PHOENIX AMA","MARICOPA WATER DISTRICT","N","","5937457"
"58-104142.0008","WEST SALT RIVER VALLEY","2012","409.15 AF","-1482.7 AF","-362.39%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","5944289"
"58-109710.0010","MARICOPA-STANFIELD","2016","385.63 AF","557.24 AF","144.5%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5946437"
"58-102356.0013","WEST SALT RIVER VALLEY","2015","1361.14 AF","4166.98 AF","306.14%","355.35 AF","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","6075779"
"58-107201.0002","EAST SALT RIVER VALLEY","2015","0 AF","5111.59 AF","0%","NONE","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","Y","","6091140"
"58-130077.0007","WEST SALT RIVER VALLEY","2019","228.19 AF","1382.12 AF","605.69%","2.53 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5145557"
"58-105547.0002","ELOY","2022","45.6 AF","877.17 AF","1923.62%","45.6 AF","PINAL AMA","SAN CARLOS","N","","5367806"
"58-101666.0017","MARICOPA-STANFIELD","2020","36.5 AF","7.87 AF","21.56%","1.35 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5358467"
"58-101666.0017","MARICOPA-STANFIELD","2022","36.5 AF","13.66 AF","37.42%","3.97 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5358467"
"58-105490.0012","EAST SALT RIVER VALLEY","2023","9.24 AF","251.58 AF","2722.73%","9.24 AF","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","N","","5232272"
"58-100509.0010","ELOY","2017","19.4 AF","361.53 AF","1863.56%",".1 AF","PINAL AMA","SAN CARLOS","N","","5523713"
"58-114230.0007","EAST SALT RIVER VALLEY","2019","117.35 AF","2339.28 AF","1993.42%","117.35 AF","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","5497730"
"58-114230.0007","EAST SALT RIVER VALLEY","2020","117.35 AF","2456.63 AF","2093.42%","117.35 AF","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","5497730"
"58-101778.0008","LAKE PLEASANT","2021","1007.59 AF","11195.61 AF","1111.13%","NONE","PHOENIX AMA","","N","","5656489"
"58-150047.0018","MARICOPA-STANFIELD","2025","125.41 AF","3099.1 AF","2471.17%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5648784"
"58-112497.0004","SANTA CRUZ AMA","2019","105.12 AF","1990.85 AF","1893.88%","80 AF","SANTA CRUZ AMA","","N","","5663222"
"58-150020.0012","MARICOPA-STANFIELD","2019","175.27 AF","539.81 AF","307.99%","94.47 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5651098"
"58-115521.0006","MARICOPA-STANFIELD","2019","2047.53 AF","48390.65 AF","2363.37%","1748.83 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5797445"
"58-106186.0008","HASSAYAMPA","2024","409.78 AF","-1991.11 AF","-485.9%","NONE","PHOENIX AMA","ARLINGTON CANAL COMPANY","N","","5935384"
"58-109179.0006","AVRA VALLEY","2021","951.49 AF","8334.01 AF","875.89%","646.75 AF","TUCSON AMA","","N","","5944079"
"58-108729.0003","RAINBOW VALLEY","2019","457.08 AF","15465.41 AF","3383.52%","457.08 AF","PHOENIX AMA","","N","","6042771"
"58-109710.0009","MARICOPA-STANFIELD","2023","153.14 AF","13.32 AF","8.7%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5946424"
"58-113495.0015","EAST SALT RIVER VALLEY","2022","84.13 AF","1158.31 AF","1376.81%",".13 AF","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","N","","5898562"
"58-102306.0045","EAST SALT RIVER VALLEY","2018","435.5 AF","10275.59 AF","2359.49%","25.5 AF","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","6208004"
"58-100690.0003","MARICOPA-STANFIELD","2019","45.4 AF","1031.09 AF","2271.12%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","6044636"
"58-102978.0002","ELOY","2019","3905.7 AF","88398.34 AF","2263.32%","3549.7 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","6245956"
"58-113235.0001","WEST SALT RIVER VALLEY","2018","89.93 AF","32.53 AF","36.17%","89.93 AF","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","6215274"
"58-103654.0027","ELOY","2018","0 AF","11388.65 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","6264753"
"58-106236.0003","HASSAYAMPA","2023","2169.38 AF","-17159.05 AF","-790.97%","NONE","PHOENIX AMA","ARLINGTON CANAL COMPANY","N","","6271353"
"58-108081.0017","EAST SALT RIVER VALLEY","2019","28.38 AF","156.76 AF","552.36%","5.38 AF","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","N","","6399059"
"58-114039.0009","EAST SALT RIVER VALLEY","2022","88.26 AF","528.27 AF","598.54%","26.22 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","6510406"
"58-107943.0008","ELOY","2018","33.96 AF","923.79 AF","2720.23%","5.31 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","6513373"
"58-101601.0012","MARICOPA-STANFIELD","2024","277.76 AF","1773.99 AF","638.68%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","6516568"
"58-109257.0004","WEST SALT RIVER VALLEY","2021","1226.83 AF","1590.06 AF","129.61%","207.64 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","6833642"
"58-102668.0011","EAST SALT RIVER VALLEY","2021","13.2 AF","181.93 AF","1378.26%","13.2 AF","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","6798416"
"58-101191.0006","LITTLE CHINO","2018","7.49 AF","89.24 AF","1191.46%","7.49 AF","PRESCOTT AMA","CHINO VALLEY IRRIGATION DIST.","N","","6796698"
"58-105751.0010","WEST SALT RIVER VALLEY","2019","521.14 AF","-811.97 AF","-155.81%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","6919692"
"58-111126.0026","EAST SALT RIVER VALLEY","2025","221.94 AF","2786.69 AF","1255.61%","NONE","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","6801060"
"58-112761.0011","ELOY","2021","84.41 AF","1559.91 AF","1848.02%","78.46 AF","PINAL AMA","SAN CARLOS","N","","7092739"
"58-112761.0011","ELOY","2025","84.41 AF","1714.52 AF","2031.18%","NONE","PINAL AMA","SAN CARLOS","N","","7092739"
"58-101041.0014","ELOY","2020","107.2 AF","2174.25 AF","2028.22%","NONE","PINAL AMA","SAN CARLOS","N","","7062085"
"58-103023.0001","ELOY","2024","0 AF","9202.83 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","7499140"
"58-108807.0006","HASSAYAMPA","2025","101.32 AF","3583.38 AF","3536.7%","NONE","PHOENIX AMA","","N","","7618619"
"58-130008.0007","WEST SALT RIVER VALLEY","2012","0 AF","86.36 AF","0%","NONE","PHOENIX AMA","MARICOPA WATER DISTRICT","Y","","5034127"
"58-112633.0003","ELOY","2017","476.01 AF","13544.49 AF","2845.42%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5035079"
"58-102331.0004","ELOY","2017","0 AF","219.9 AF","0%","NONE","PINAL AMA","HOHOKAM IRRIGATION DISTRICT","Y","","5011526"
"58-108136.0006","ELOY","2007","32.62 AF","413.84 AF","1268.67%","26 AF","PINAL AMA","SAN CARLOS","N","","5025652"
"58-108018.0014","AVRA VALLEY","2008","1780.53 AF","30739.98 AF","1726.45%","669.46 AF","TUCSON AMA","CORTARO MARANA IRRIG DISTRICT","N","","5138047"
"58-108018.0014","AVRA VALLEY","2009","1780.53 AF","31380.5 AF","1762.42%","640.52 AF","TUCSON AMA","CORTARO MARANA IRRIG DISTRICT","N","","5138047"
"58-111647.0016","WEST SALT RIVER VALLEY","2009","10.59 AF","30.33 AF","286.4%","3.33 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5147562"
"58-100656.0035","WEST SALT RIVER VALLEY","2015","331.49 AF","2702.99 AF","815.41%","24.25 AF","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5149362"
"58-113467.0003","WEST SALT RIVER VALLEY","2010","16.99 AF","168.87 AF","993.94%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5151006"
"58-102333.0015","MARICOPA-STANFIELD","2014","60.79 AF","828.47 AF","1362.84%","60.79 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5299215"
"58-111120.0017","EAST SALT RIVER VALLEY","2007","182.45 AF","1024.58 AF","561.57%","NONE","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","5360046"
"58-101850.0010","WEST SALT RIVER VALLEY","2016","880.1 AF","617.81 AF","70.2%","36.87 AF","PHOENIX AMA","MARICOPA WATER DISTRICT","N","","5362277"
"58-100944.0007","ELOY","2013","30.94 AF","361.53 AF","1168.49%","30.94 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5301616"
"58-101553.0029","MARICOPA-STANFIELD","2009","38.17 AF","357.8 AF","937.39%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5457436"
"58-101592.0002","WEST SALT RIVER VALLEY","2010","350.09 AF","-1002.02 AF","-286.22%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","5342660"
"58-102654.0001","MARICOPA-STANFIELD","2015","27.58 AF","505.89 AF","1834.26%","27.58 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5461146"
"58-110142.0012","WEST SALT RIVER VALLEY","2013","59.82 AF","445.39 AF","744.55%","38.76 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5525403"
"58-109937.0023","MARICOPA-STANFIELD","2011","144.93 AF","2406.86 AF","1660.71%","9.06 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5648596"
"58-101217.0003","ELOY","2011","1124.09 AF","8826.64 AF","785.23%","NONE","PINAL AMA","","N","","5666268"
"58-112743.0011","ELOY","2012","118.68 AF","202.46 AF","170.59%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5657117"
"58-103156.0001","ELOY","2010","0 AF","5459.34 AF","0%","NONE","PINAL AMA","HOHOKAM IRRIGATION DISTRICT","Y","","5790599"
"58-107759.0006","ELOY","2014","258.61 AF","2087.3 AF","807.12%","258.61 AF","PINAL AMA","SAN CARLOS","N","","5900702"
"58-106264.0003","HASSAYAMPA","2014","685 AF","16518.28 AF","2411.43%","685 AF","PHOENIX AMA","","N","","6097848"
"58-112700.0009","MARICOPA-STANFIELD","2022","152.47 AF","80.56 AF","52.84%","55.77 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5027577"
"58-108018.0014","AVRA VALLEY","2019","1780.53 AF","34205.31 AF","1921.07%","110.74 AF","TUCSON AMA","CORTARO MARANA IRRIG DISTRICT","N","","5138047"
"58-114035.0002","SANTA CRUZ AMA","2023","123.86 AF","3848.48 AF","3107.12%","123.86 AF","SANTA CRUZ AMA","","N","","5157518"
"58-100732.0020","ELOY","2020","32.05 AF","442.75 AF","1381.44%","NONE","PINAL AMA","SAN CARLOS","N","","5157942"
"58-101962.0009","MARICOPA-STANFIELD","2018","566.83 AF","8772.85 AF","1547.7%","566.83 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5147969"
"58-109250.0129","MARICOPA-STANFIELD","2023","87.58 AF","-43.79 AF","-50%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5364612"
"58-114158.0004","WEST SALT RIVER VALLEY","2023","502.47 AF","3344.72 AF","665.66%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5370086"
"58-150084.0007","ELOY","2018","39.8 AF","633.83 AF","1592.54%","38.03 AF","PINAL AMA","SAN CARLOS","N","","5338466"
"58-106118.0006","HASSAYAMPA","2022","92.43 AF","3061.25 AF","3311.97%","92.43 AF","PHOENIX AMA","","N","","5374478"
"58-100116.0008","ELOY","2020","0 AF","22.83 AF","0%","NONE","PINAL AMA","","Y","","5379880"
"58-100116.0008","ELOY","2024","0 AF","22.83 AF","0%","NONE","PINAL AMA","","Y","","5379880"
"58-101592.0002","WEST SALT RIVER VALLEY","2019","350.09 AF","-3293.25 AF","-940.69%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","5342660"
"58-101592.0002","WEST SALT RIVER VALLEY","2022","350.09 AF","-4481.9 AF","-1280.21%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","5342660"
"58-101359.0003","ELOY","2025","187.35 AF","3659.1 AF","1953.08%","NONE","PINAL AMA","SAN CARLOS","N","","5496973"
"58-102203.0005","HASSAYAMPA","2021","0 AF","2091.91 AF","0%","NONE","PHOENIX AMA","TONOPAH IRRIGATION DISTRICT","Y","","5610736"
"58-108354.0008","HASSAYAMPA","2025","27.9 AF","1104.55 AF","3958.96%","NONE","PHOENIX AMA","","N","","5606288"
"58-100945.0004","ELOY","2020","388.82 AF","6271.5 AF","1612.96%","296.33 AF","PINAL AMA","SAN CARLOS","N","","5647910"
"58-102427.0004","ELOY","2019","45.95 AF","629.15 AF","1369.21%","43.66 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5923278"
"58-113169.0015","ELOY","2025","399.68 AF","239.88 AF","60.02%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5898653"
"58-107030.0002","AVRA VALLEY","2021","101.43 AF","3108.51 AF","3064.69%","101.43 AF","TUCSON AMA","","N","","6098685"
"58-112552.0001","EAST SALT RIVER VALLEY","2021","57.61 AF","340.23 AF","590.57%","56.75 AF","PHOENIX AMA","ROOSEVELT WATER CONSERVATION DISTRICT","N","","6415221"
"58-103530.0005","ELOY","2020","0 AF","480.12 AF","0%","NONE","PINAL AMA","SAN CARLOS","Y","","6556142"
"58-109709.0011","MARICOPA-STANFIELD","2019","1150.3 AF","10055.23 AF","874.14%","261.02 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","6826279"
"58-101531.0010","WEST SALT RIVER VALLEY","2022","522.79 AF","2734.29 AF","523.02%","316.28 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","7053252"
"58-103925.0008","SANTA CRUZ AMA","2023","47.58 AF","1206.86 AF","2536.49%","2.78 AF","SANTA CRUZ AMA","","N","","7374006"
"58-103832.0005","WEST SALT RIVER VALLEY","2025","310.3 AF","2199.99 AF","708.99%","NONE","PHOENIX AMA","ST JOHNS IRRIGATION DISTRICT","N","","7755384"
"58-102342.0028","MARICOPA-STANFIELD","2011","31.51 AF","36.06 AF","114.44%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5024415"
"58-106659.0004","WEST SALT RIVER VALLEY","2015","345.58 AF","3810.29 AF","1102.58%","247.85 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5039768"
"58-106659.0004","WEST SALT RIVER VALLEY","2017","345.58 AF","4267.84 AF","1234.98%","234.36 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5039768"
"58-112781.0001","WEST SALT RIVER VALLEY","2005","58.08 AF","31.48 AF","54.2%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5015349"
"58-103801.0002","WEST SALT RIVER VALLEY","2013","134.26 AF","1070.98 AF","797.69%","20.77 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5017354"
"58-102738.0001","ELOY","2011","55.98 AF","569.48 AF","1017.29%","47.68 AF","PINAL AMA","SAN CARLOS","N","","5017544"
"58-114066.0001","WEST SALT RIVER VALLEY","2017","21.25 AF","643.21 AF","3026.87%","21.25 AF","PHOENIX AMA","","N","","5123908"
"58-100275.0001","ELOY","2009","0 AF","2221.2 AF","0%","NONE","PINAL AMA","","Y","","5135494"
"58-101672.0009","WEST SALT RIVER VALLEY","2014","20.33 AF","41.33 AF","203.3%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","5152256"
"58-100926.0004","HASSAYAMPA","2010","497.48 AF","9534.5 AF","1916.56%","497.48 AF","PHOENIX AMA","","N","","5117839"
"58-100926.0004","HASSAYAMPA","2012","497.48 AF","10529.46 AF","2116.56%","497.48 AF","PHOENIX AMA","","N","","5117839"
"58-101846.0012","WEST SALT RIVER VALLEY","2012","93.95 AF","528.12 AF","562.13%","32.61 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5368642"
"58-107830.0010","MARICOPA-STANFIELD","2014","722.7 AF","1155.88 AF","159.94%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5360701"
"58-108190.0008","WEST SALT RIVER VALLEY","2015","174.83 AF","21.49 AF","12.29%","21.04 AF","PHOENIX AMA","MARICOPA WATER DISTRICT","N","","5378106"
"58-106186.0003","HASSAYAMPA","2016","1576.48 AF","-5535.93 AF","-351.16%","NONE","PHOENIX AMA","ARLINGTON CANAL COMPANY","N","","5379690"
"58-107908.0005","EAST SALT RIVER VALLEY","2013","25.44 AF","203.66 AF","800.55%","NONE","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","5302493"
"58-102457.0001","EAST SALT RIVER VALLEY","2015","30.63 AF","362.84 AF","1184.59%","9.93 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5505873"
"58-110744.0003","MARICOPA-STANFIELD","2012","459.9 AF","10599.33 AF","2304.7%","459.9 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5517071"
"58-103178.0017","MARICOPA-STANFIELD","2013","0 AF","-141.43 AF","0%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","Y","","5517471"
"58-102705.0002","WEST SALT RIVER VALLEY","2014","48.1 AF","579.82 AF","1205.45%","12.37 AF","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5472238"
"58-113785.0003","EAST SALT RIVER VALLEY","2017","55.93 AF","232.11 AF","415%","36.82 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5524738"
"58-100294.0015","ELOY","2011","484.72 AF","1087.7 AF","224.4%","92.3 AF","PINAL AMA","","N","","5661811"
"58-113169.0012","ELOY","2012","34.69 AF","318.71 AF","918.74%","34.69 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5665958"
"58-101686.0003","WEST SALT RIVER VALLEY","2015","56.29 AF","765.29 AF","1359.55%","15.94 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5607098"
"58-101741.0007","RAINBOW VALLEY","2015","43.8 AF","582.6 AF","1330.14%","15.8 AF","PHOENIX AMA","","N","","5781728"
"58-101198.0004","ELOY","2012","114.64 AF","956.58 AF","834.42%","90.5 AF","PINAL AMA","SAN CARLOS","N","","5789840"
"58-112743.0014","ELOY","2014","0 AF","1510.67 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","6090218"
"58-102342.0028","MARICOPA-STANFIELD","2023","31.51 AF","139.41 AF","442.43%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5024415"
"58-112633.0005","ELOY","2019","463.96 AF","13973.47 AF","3011.78%","463.96 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5035123"
"58-102738.0001","ELOY","2025","55.98 AF","1155.33 AF","2063.83%","NONE","PINAL AMA","SAN CARLOS","N","","5017544"
"58-104327.0005","ELOY","2024","1060.96 AF","20693.48 AF","1950.45%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5337833"
"58-106186.0003","HASSAYAMPA","2021","1576.48 AF","-10246.02 AF","-649.93%","NONE","PHOENIX AMA","ARLINGTON CANAL COMPANY","N","","5379690"
"58-112026.0018","WEST SALT RIVER VALLEY","2018","329.6 AF","5953.22 AF","1806.2%","263.86 AF","PHOENIX AMA","MARICOPA WATER DISTRICT","N","","5324932"
"58-114606.0004","WEST SALT RIVER VALLEY","2019","77.42 AF","405.2 AF","523.38%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5458245"
"58-101759.0001","SANTA CRUZ AMA","2021","27.38 AF","588.75 AF","2150.29%","NONE","SANTA CRUZ AMA","","N","","5661792"
"58-105508.0014","ELOY","2023","792.39 AF","5731.2 AF","723.28%","92.39 AF","PINAL AMA","","N","","5941701"
"58-107333.0003","ELOY","2023","927.59 AF","13075.46 AF","1409.62%","792.06 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5902354"
"58-104082.0003","WEST SALT RIVER VALLEY","2018","2370.68 AF","-13809.95 AF","-582.53%","105.7 AF","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","6039242"
